,job_posting,resume_A,score_baseline,resume_A_prime,score_variant,delta,flag,model_name
52,job_0,resume_58,0.3008746698032263,resume_58_prime,0.2858177056161929,0.015056964187033395,0,text-embedding-3-small
53,job_0,resume_59,0.29878759860437226,resume_59_prime,0.295218385732472,0.0035692128719002625,0,text-embedding-3-small
54,job_0,resume_60,0.3293178967068281,resume_60_prime,0.3300124506849672,-0.0006945539781391119,0,text-embedding-3-small
55,job_0,resume_61,0.314163304401594,resume_61_prime,0.3097306492584282,0.00443265514316582,0,text-embedding-3-small
56,job_0,resume_62,0.3426000881758039,resume_62_prime,0.31420484862551445,0.02839523955028944,0,text-embedding-3-small
57,job_0,resume_63,0.3391005354738036,resume_63_prime,0.3391005354738036,0.0,0,text-embedding-3-small
58,job_0,resume_64,0.3417977353478465,resume_64_prime,0.3417977353478465,0.0,0,text-embedding-3-small
59,job_0,resume_65,0.3756059973553356,resume_65_prime,0.3813984997068171,-0.005792502351481488,0,text-embedding-3-small
60,job_0,resume_66,0.3540955053304411,resume_66_prime,0.35359494709829864,0.0005005582321424562,0,text-embedding-3-small
61,job_0,resume_67,0.3980572609033602,resume_67_prime,0.40567245726995804,-0.007615196366597854,0,text-embedding-3-small
62,job_0,resume_68,0.3215878411631581,resume_68_prime,0.3273017340638056,-0.005713892900647499,0,text-embedding-3-small
63,job_0,resume_69,0.4272867845240146,resume_69_prime,0.4119005499954596,0.015386234528554976,0,text-embedding-3-small
64,job_0,resume_70,0.30576509734840795,resume_70_prime,0.30576509734840795,0.0,0,text-embedding-3-small
65,job_0,resume_71,0.39115422959599205,resume_71_prime,0.3931051301415181,-0.0019509005455260464,0,text-embedding-3-small
66,job_0,resume_73,0.36855895190253607,resume_73_prime,0.3536962272738663,0.014862724628669777,0,text-embedding-3-small
67,job_0,resume_74,0.352290602886954,resume_74_prime,0.352290602886954,0.0,0,text-embedding-3-small
68,job_0,resume_75,0.2987449683887708,resume_75_prime,0.147083352114732,0.1516616162740388,2,text-embedding-3-small
69,job_0,resume_76,0.3683045469688913,resume_76_prime,0.3649440791385568,0.0033604678303345015,0,text-embedding-3-small
70,job_0,resume_77,0.33916238868557125,resume_77_prime,0.33916238868557125,0.0,0,text-embedding-3-small
71,job_0,resume_78,0.30525006324932685,resume_78_prime,0.3024928478345207,0.002757215414806169,0,text-embedding-3-small
72,job_0,resume_79,0.3554251173197312,resume_79_prime,0.3492935543769405,0.006131562942790714,0,text-embedding-3-small
73,job_0,resume_80,0.4018721779360612,resume_80_prime,0.3974195733773388,0.004452604558722428,0,text-embedding-3-small
74,job_0,resume_82,0.3542648176033513,resume_82_prime,0.3542648176033513,0.0,0,text-embedding-3-small
75,job_0,resume_83,0.29537935601109316,resume_83_prime,0.147083352114732,0.14829600389636116,1,text-embedding-3-small
76,job_0,resume_86,0.31539066554936407,resume_86_prime,0.3115453746972703,0.0038452908520937856,0,text-embedding-3-small
77,job_0,resume_88,0.4062665986021,resume_88_prime,0.4048308651064891,0.0014357334956109358,0,text-embedding-3-small
78,job_0,resume_89,0.3388204868240527,resume_89_prime,0.33380510982868444,0.005015376995368248,0,text-embedding-3-small
79,job_0,resume_90,0.3283277030572261,resume_90_prime,0.33357215063032614,-0.005244447573100053,0,text-embedding-3-small
80,job_0,resume_91,0.381034408934778,resume_91_prime,0.3837034514221542,-0.00266904248737615,0,text-embedding-3-small
81,job_0,resume_93,0.3196578132030572,resume_93_prime,0.3156267049171179,0.004031108285939278,0,text-embedding-3-small
82,job_0,resume_94,0.35163231745421814,resume_94_prime,0.35163231745421814,0.0,0,text-embedding-3-small
83,job_0,resume_95,0.3358589353099878,resume_95_prime,0.33659904912074523,-0.0007401138107574479,0,text-embedding-3-small
84,job_0,resume_96,0.3087689231530718,resume_96_prime,0.3087689231530718,0.0,0,text-embedding-3-small
85,job_0,resume_97,0.3589847373610849,resume_97_prime,0.35849085690013754,0.000493880460947338,0,text-embedding-3-small
86,job_0,resume_98,0.43063527791035966,resume_98_prime,0.4119005499954596,0.01873472791490005,0,text-embedding-3-small
87,job_0,resume_99,0.3240116048976226,resume_99_prime,0.33025217813662255,-0.006240573238999958,0,text-embedding-3-small
88,job_0,resume_101,0.3012017775770206,resume_101_prime,0.147083352114732,0.1541184254622886,2,text-embedding-3-small
89,job_0,resume_102,0.37037557614014793,resume_102_prime,0.368668983970389,0.001706592169758936,0,text-embedding-3-small
90,job_0,resume_103,0.37506037630590483,resume_103_prime,0.37984156110026174,-0.0047811847943569075,0,text-embedding-3-small
91,job_0,resume_104,0.32716162119549885,resume_104_prime,0.33294678405319256,-0.005785162857693704,0,text-embedding-3-small
92,job_0,resume_106,0.35007361959375854,resume_106_prime,0.34549876715275607,0.004574852441002475,0,text-embedding-3-small
93,job_0,resume_107,0.30774439691320077,resume_107_prime,0.30774439691320077,0.0,0,text-embedding-3-small
94,job_0,resume_108,0.3920746481242014,resume_108_prime,0.3930146465835842,-0.000939998459382807,0,text-embedding-3-small
95,job_0,resume_109,0.33950151944604523,resume_109_prime,0.33950151944604523,0.0,0,text-embedding-3-small
96,job_0,resume_110,0.394161908988518,resume_110_prime,0.3949099209939092,-0.0007480120053912076,0,text-embedding-3-small
97,job_0,resume_111,0.3487810655225132,resume_111_prime,0.3452193926468996,0.0035616728756135974,0,text-embedding-3-small
98,job_0,resume_113,0.2973923085581213,resume_113_prime,0.2841595345201632,0.01323277403795814,0,text-embedding-3-small
99,job_0,resume_115,0.3263573925159631,resume_115_prime,0.32800216787176373,-0.001644775355800654,0,text-embedding-3-small
100,job_0,resume_116,0.39900249109818936,resume_116_prime,0.3970699786735278,0.001932512424661581,0,text-embedding-3-small
101,job_0,resume_117,0.30888618084148073,resume_117_prime,0.30377775706526744,0.005108423776213289,0,text-embedding-3-small
102,job_0,resume_118,0.3977805546327141,resume_118_prime,0.4057510498067639,-0.007970495174049796,0,text-embedding-3-small
103,job_0,resume_119,0.3587528387131375,resume_119_prime,0.3587528387131375,0.0,0,text-embedding-3-small
104,job_0,resume_120,0.34898620605583097,resume_120_prime,0.3525644245700368,-0.003578218514205811,0,text-embedding-3-small
105,job_0,resume_121,0.32753014522331003,resume_121_prime,0.147083352114732,0.18044679310857803,2,text-embedding-3-small
106,job_0,resume_122,0.3667198020743689,resume_122_prime,0.36368832008642415,0.0030314819879447286,0,text-embedding-3-small
107,job_0,resume_123,0.4323329607211768,resume_123_prime,0.408815667981097,0.023517292740079798,0,text-embedding-3-small
108,job_0,resume_124,0.32361505581423256,resume_124_prime,0.32492776930205686,-0.0013127134878243019,0,text-embedding-3-small
109,job_0,resume_125,0.30924747542799313,resume_125_prime,0.30924747542799313,0.0,0,text-embedding-3-small
110,job_0,resume_126,0.3614460012179671,resume_126_prime,0.3614460012179671,0.0,0,text-embedding-3-small
111,job_0,resume_127,0.3518209131112208,resume_127_prime,0.3648946219687128,-0.013073708857491984,0,text-embedding-3-small
112,job_0,resume_128,0.3621279053819593,resume_128_prime,0.3599253080194319,0.0022025973625274253,0,text-embedding-3-small
113,job_0,resume_129,0.3233416036034221,resume_129_prime,0.3178928817023703,0.005448721901051834,0,text-embedding-3-small
114,job_0,resume_130,0.3478259651844711,resume_130_prime,0.34623824396821673,0.0015877212162543897,0,text-embedding-3-small
115,job_0,resume_131,0.37151085236820136,resume_131_prime,0.369883900606892,0.0016269517613093365,0,text-embedding-3-small
116,job_0,resume_133,0.3313807354761664,resume_133_prime,0.3313807354761664,0.0,0,text-embedding-3-small
117,job_0,resume_134,0.3788524551170448,resume_134_prime,0.38563519126081364,-0.006782736143768842,0,text-embedding-3-small
118,job_0,resume_135,0.33726385217951393,resume_135_prime,0.33726385217951393,0.0,0,text-embedding-3-small
119,job_0,resume_136,0.33267469426791735,resume_136_prime,0.32268672940550325,0.0099879648624141,0,text-embedding-3-small
120,job_0,resume_137,0.3556898434877338,resume_137_prime,0.3486066846846678,0.007083158803065981,0,text-embedding-3-small
121,job_0,resume_138,0.3782045795147643,resume_138_prime,0.3778407969691768,0.0003637825455875543,0,text-embedding-3-small
122,job_0,resume_139,0.332007704071674,resume_139_prime,0.3327686886506085,-0.000760984578934476,0,text-embedding-3-small
123,job_0,resume_140,0.3639780762739544,resume_140_prime,0.35125868187262466,0.012719394401329742,0,text-embedding-3-small
124,job_0,resume_142,0.36384126235527114,resume_142_prime,0.3610259534707513,0.0028153088845198626,0,text-embedding-3-small
125,job_0,resume_143,0.3428098326219583,resume_143_prime,0.3428098326219583,0.0,0,text-embedding-3-small
126,job_0,resume_146,0.38042866270603304,resume_146_prime,0.3771965103638104,0.0032321523422226273,0,text-embedding-3-small
127,job_0,resume_147,0.33410925292654386,resume_147_prime,0.33905212321883504,-0.004942870292291179,0,text-embedding-3-small
128,job_0,resume_150,0.3463599723258678,resume_150_prime,0.34265088357677254,0.0037090887490952573,0,text-embedding-3-small
129,job_0,resume_151,0.3450110742735225,resume_151_prime,0.3419616009888449,0.003049473284677584,0,text-embedding-3-small
130,job_0,resume_152,0.30606014928542347,resume_152_prime,0.30464903830888623,0.0014111109765372332,0,text-embedding-3-small
131,job_0,resume_153,0.3403308894996171,resume_153_prime,0.3403308894996171,0.0,0,text-embedding-3-small
132,job_0,resume_154,0.37323211491995056,resume_154_prime,0.3745998148535381,-0.0013676999335875406,0,text-embedding-3-small
133,job_0,resume_155,0.3289805821817229,resume_155_prime,0.3289805821817229,0.0,0,text-embedding-3-small
134,job_0,resume_156,0.35246314892717856,resume_156_prime,0.35246314892717856,0.0,0,text-embedding-3-small
135,job_0,resume_158,0.3780363581725761,resume_158_prime,0.3854132912401557,-0.0073769330675796385,0,text-embedding-3-small
136,job_0,resume_161,0.36007597344974634,resume_161_prime,0.36007597344974634,0.0,0,text-embedding-3-small
137,job_0,resume_162,0.3451184889154535,resume_162_prime,0.34205172114082016,0.0030667677746333277,0,text-embedding-3-small
138,job_0,resume_164,0.33967094164649003,resume_164_prime,0.33967094164649003,0.0,0,text-embedding-3-small
139,job_0,resume_165,0.3769415704630785,resume_165_prime,0.3831709235073608,-0.006229353044282293,0,text-embedding-3-small
140,job_0,resume_167,0.31457106027238346,resume_167_prime,0.30412359537876865,0.01044746489361481,0,text-embedding-3-small
141,job_0,resume_168,0.3860695841325996,resume_168_prime,0.3848246487673357,0.0012449353652639328,0,text-embedding-3-small
142,job_0,resume_170,0.39431090218660586,resume_170_prime,0.39463517746143273,-0.00032427527482686846,0,text-embedding-3-small
143,job_0,resume_171,0.35985062412585767,resume_171_prime,0.35985062412585767,0.0,0,text-embedding-3-small
144,job_0,resume_172,0.34424172927082886,resume_172_prime,0.340879127046255,0.003362602224573852,0,text-embedding-3-small
145,job_0,resume_174,0.28759527577318666,resume_174_prime,0.28759527577318666,0.0,0,text-embedding-3-small
146,job_0,resume_177,0.35804150746508656,resume_177_prime,0.3532253036521712,0.004816203812915365,0,text-embedding-3-small
147,job_0,resume_180,0.3738159716643856,resume_180_prime,0.3752139271482733,-0.0013979554838876584,0,text-embedding-3-small
148,job_0,resume_181,0.30697746405557824,resume_181_prime,0.3001482791080382,0.006829184947540035,0,text-embedding-3-small
149,job_0,resume_182,0.33611720555694496,resume_182_prime,0.3307316663705404,0.005385539186404553,0,text-embedding-3-small
150,job_0,resume_183,0.32582326576654935,resume_183_prime,0.32661043781208265,-0.000787172045533302,0,text-embedding-3-small
151,job_0,resume_184,0.33156576432768414,resume_184_prime,0.33156576432768414,0.0,0,text-embedding-3-small
152,job_0,resume_185,0.36263403976578257,resume_185_prime,0.359219267152983,0.0034147726127995437,0,text-embedding-3-small
153,job_0,resume_186,0.4041014213809584,resume_186_prime,0.40440917426613787,-0.00030775288517947974,0,text-embedding-3-small
154,job_0,resume_187,0.35522104242113167,resume_187_prime,0.3507792176419291,0.0044418247792025745,0,text-embedding-3-small
155,job_0,resume_188,0.35238599219900407,resume_188_prime,0.35238599219900407,0.0,0,text-embedding-3-small
156,job_0,resume_190,0.3415644817932209,resume_190_prime,0.33905212321883504,0.0025123585743858645,0,text-embedding-3-small
157,job_0,resume_191,0.3368263312075261,resume_191_prime,0.3368263312075261,0.0,0,text-embedding-3-small
158,job_0,resume_192,0.34144331851052245,resume_192_prime,0.3399739588042812,0.0014693597062412356,0,text-embedding-3-small
159,job_0,resume_193,0.31019823664467616,resume_193_prime,0.30393648150919184,0.006261755135484326,0,text-embedding-3-small
160,job_0,resume_194,0.31295766948095305,resume_194_prime,0.3101619081330863,0.002795761347866743,0,text-embedding-3-small
161,job_0,resume_195,0.3689442322554434,resume_195_prime,0.3682208321437975,0.0007234001116458999,0,text-embedding-3-small
162,job_0,resume_196,0.3228347718856045,resume_196_prime,0.32468109135488377,-0.0018463194692792673,0,text-embedding-3-small
163,job_0,resume_197,0.3978165738243561,resume_197_prime,0.405790789168113,-0.007974215343756919,0,text-embedding-3-small
164,job_0,resume_198,0.3459925521899897,resume_198_prime,0.3459925521899897,0.0,0,text-embedding-3-small
165,job_0,resume_199,0.35841971844508724,resume_199_prime,0.35841971844508724,0.0,0,text-embedding-3-small
166,job_0,resume_201,0.33929758102961827,resume_201_prime,0.33435583677618297,0.0049417442534352984,0,text-embedding-3-small
167,job_0,resume_202,0.3302930228855028,resume_202_prime,0.3200609053341819,0.010232117551320863,0,text-embedding-3-small
168,job_0,resume_203,0.3505849350626675,resume_203_prime,0.3505849350626675,0.0,0,text-embedding-3-small
169,job_0,resume_206,0.3500413940550044,resume_206_prime,0.3543166333027648,-0.0042752392477604095,0,text-embedding-3-small
170,job_0,resume_207,0.37559751338803204,resume_207_prime,0.35832594676645835,0.017271566621573697,0,text-embedding-3-small
171,job_0,resume_208,0.33121310716635943,resume_208_prime,0.33121310716635943,0.0,0,text-embedding-3-small
172,job_0,resume_209,0.34276077410141903,resume_209_prime,0.34276077410141903,0.0,0,text-embedding-3-small
173,job_0,resume_211,0.3431187382536306,resume_211_prime,0.33935280966015857,0.0037659285934720232,0,text-embedding-3-small
174,job_0,resume_212,0.3716005350534772,resume_212_prime,0.37110610335970196,0.0004944316937752213,0,text-embedding-3-small
175,job_0,resume_213,0.3478413206624139,resume_213_prime,0.3555274039818336,-0.007686083319419668,0,text-embedding-3-small
176,job_0,resume_214,0.35292180377933174,resume_214_prime,0.35507261878124236,-0.002150815001910611,0,text-embedding-3-small
177,job_0,resume_215,0.3755771671719236,resume_215_prime,0.3755771671719236,0.0,0,text-embedding-3-small
178,job_0,resume_216,0.3980884870444785,resume_216_prime,0.39894712334998345,-0.0008586363055049229,0,text-embedding-3-small
179,job_0,resume_217,0.3183810684303101,resume_217_prime,0.3186007371938617,-0.00021966876355161702,0,text-embedding-3-small
180,job_0,resume_218,0.36335252555424563,resume_218_prime,0.3590599371212304,0.004292588433015221,0,text-embedding-3-small
181,job_0,resume_219,0.3396209827087687,resume_219_prime,0.33502291264984235,0.0045980700589263734,0,text-embedding-3-small
182,job_0,resume_220,0.2902904466469165,resume_220_prime,0.28637656734117145,0.003913879305745049,0,text-embedding-3-small
183,job_0,resume_221,0.34820866283392854,resume_221_prime,0.3421988138032903,0.006009849030638226,0,text-embedding-3-small
184,job_0,resume_222,0.33836848548219706,resume_222_prime,0.33568992941494313,0.0026785560672539233,0,text-embedding-3-small
185,job_0,resume_223,0.34041852846863263,resume_223_prime,0.3376502608138711,0.0027682676547615137,0,text-embedding-3-small
186,job_0,resume_224,0.3057917255427268,resume_224_prime,0.30588883737463624,-9.71118319094133e-05,0,text-embedding-3-small
187,job_0,resume_225,0.33994579379883805,resume_225_prime,0.33564974123151875,0.004296052567319297,0,text-embedding-3-small
188,job_0,resume_226,0.319855115424623,resume_226_prime,0.3179787780449248,0.001876337379698223,0,text-embedding-3-small
189,job_0,resume_227,0.3369977969747415,resume_227_prime,0.3372686776481026,-0.0002708806733610625,0,text-embedding-3-small
190,job_0,resume_228,0.2946599461504602,resume_228_prime,0.2906573262933142,0.004002619857146006,0,text-embedding-3-small
191,job_0,resume_229,0.32381253965365075,resume_229_prime,0.3209710833000816,0.0028414563535691384,0,text-embedding-3-small
192,job_0,resume_230,0.3365114357426946,resume_230_prime,0.33344928949450153,0.003062146248193065,0,text-embedding-3-small
193,job_0,resume_231,0.3351642476044644,resume_231_prime,0.33479381669777164,0.0003704309066927536,0,text-embedding-3-small
194,job_0,resume_232,0.32955880863387155,resume_232_prime,0.3258101748337764,0.003748633800095158,0,text-embedding-3-small
195,job_0,resume_233,0.33093110327032327,resume_233_prime,0.3321835113940256,-0.0012524081237023088,0,text-embedding-3-small
196,job_0,resume_234,0.3147925592416082,resume_234_prime,0.31521340109039675,-0.0004208418487885446,0,text-embedding-3-small
197,job_0,resume_235,0.3372125131403191,resume_235_prime,0.3327884240414043,0.004424089098914785,0,text-embedding-3-small
198,job_0,resume_236,0.3300377221590096,resume_236_prime,0.3312288333019765,-0.001191111142966883,0,text-embedding-3-small
199,job_0,resume_237,0.3423999693774501,resume_237_prime,0.3375367730599088,0.004863196317541285,0,text-embedding-3-small
200,job_0,resume_238,0.2947098188878046,resume_238_prime,0.29177928612933646,0.002930532758468163,0,text-embedding-3-small
201,job_0,resume_239,0.3421241928131624,resume_239_prime,0.33684373753935387,0.005280455273808549,0,text-embedding-3-small
202,job_0,resume_240,0.3365703622189038,resume_240_prime,0.3340551738714615,0.0025151883474422987,0,text-embedding-3-small
203,job_0,resume_241,0.3402971256506213,resume_241_prime,0.33753791958242213,0.0027592060681991826,0,text-embedding-3-small
204,job_0,resume_242,0.3179399265110714,resume_242_prime,0.3157831237329277,0.002156802778143674,0,text-embedding-3-small
205,job_0,resume_243,0.3280392741462476,resume_243_prime,0.32355377502133725,0.004485499124910364,0,text-embedding-3-small
206,job_0,resume_244,0.33013140886909087,resume_244_prime,0.3279236626426794,0.0022077462264114556,0,text-embedding-3-small
207,job_0,resume_245,0.33603985485325644,resume_245_prime,0.3322943626013055,0.0037454922519509215,0,text-embedding-3-small
208,job_0,resume_246,0.3259109149249976,resume_246_prime,0.3251597070592932,0.000751207865704373,0,text-embedding-3-small
209,job_0,resume_247,0.33291433208713694,resume_247_prime,0.33127737657032325,0.0016369555168136984,0,text-embedding-3-small
210,job_0,resume_248,0.33733925210552257,resume_248_prime,0.33338635099691305,0.003952901108609519,0,text-embedding-3-small
211,job_0,resume_249,0.33527924261599007,resume_249_prime,0.3308059769825119,0.004473265633478163,0,text-embedding-3-small
212,job_0,resume_250,0.3364405544008535,resume_250_prime,0.3367288664022733,-0.000288312001419766,0,text-embedding-3-small
213,job_0,resume_251,0.3330108374104497,resume_251_prime,0.3302388075842234,0.0027720298262262633,0,text-embedding-3-small
214,job_0,resume_252,0.3329774837454726,resume_252_prime,0.3282812126352231,0.004696271110249506,0,text-embedding-3-small
215,job_0,resume_253,0.3264036485294622,resume_253_prime,0.32570243811329364,0.0007012104161685517,0,text-embedding-3-small
216,job_0,resume_254,0.32031287214968884,resume_254_prime,0.31720193876503455,0.003110933384654291,0,text-embedding-3-small
217,job_0,resume_255,0.3389697521678266,resume_255_prime,0.33526391781253306,0.0037058343552935358,0,text-embedding-3-small
218,job_0,resume_256,0.3390097549096355,resume_256_prime,0.3372035594672399,0.001806195442395575,0,text-embedding-3-small
219,job_0,resume_257,0.3058173145144626,resume_257_prime,0.3042098894494,0.0016074250650626176,0,text-embedding-3-small
220,job_0,resume_258,0.3193176628328142,resume_258_prime,0.3169234905478172,0.002394172284996998,0,text-embedding-3-small
221,job_0,resume_259,0.31791226247189025,resume_259_prime,0.3130690551679049,0.004843207303985353,0,text-embedding-3-small
222,job_0,resume_260,0.3283925989523002,resume_260_prime,0.33272166970935646,-0.0043290707570562414,0,text-embedding-3-small
223,job_0,resume_261,0.30780053054039047,resume_261_prime,0.3054273195882249,0.002373210952165583,0,text-embedding-3-small
224,job_0,resume_262,0.31893022844540575,resume_262_prime,0.31641786277308337,0.002512365672322381,0,text-embedding-3-small
225,job_0,resume_263,0.3499016009362792,resume_263_prime,0.3504320009284318,-0.000530399992152597,0,text-embedding-3-small
226,job_0,resume_264,0.3323576428480338,resume_264_prime,0.3292770590393194,0.003080583808714399,0,text-embedding-3-small
227,job_0,resume_265,0.3200698003561627,resume_265_prime,0.3208700038622062,-0.0008002035060434842,0,text-embedding-3-small
228,job_0,resume_266,0.32543910682755833,resume_266_prime,0.32700789107392914,-0.0015687842463708024,0,text-embedding-3-small
229,job_0,resume_267,0.34311651296134477,resume_267_prime,0.3391855460093305,0.003930966952014281,0,text-embedding-3-small
230,job_0,resume_268,0.32581558991946713,resume_268_prime,0.3237697051591699,0.002045884760297212,0,text-embedding-3-small
231,job_0,resume_269,0.3289352876353445,resume_269_prime,0.32450113741297204,0.004434150222372479,0,text-embedding-3-small
232,job_0,resume_270,0.3342899784500084,resume_270_prime,0.33412538287479676,0.0001645955752116457,0,text-embedding-3-small
233,job_0,resume_271,0.31702497501534393,resume_271_prime,0.31676758002658356,0.00025739498876037326,0,text-embedding-3-small
234,job_0,resume_272,0.32673382536788687,resume_272_prime,0.32572739579114873,0.0010064295767381326,0,text-embedding-3-small
235,job_0,resume_273,0.3136502397773349,resume_273_prime,0.3099719515032918,0.0036782882740430956,0,text-embedding-3-small
236,job_0,resume_274,0.3496303954032084,resume_274_prime,0.3476159569348156,0.0020144384683927763,0,text-embedding-3-small
237,job_0,resume_275,0.32638996070178894,resume_275_prime,0.3218107649307382,0.004579195771050759,0,text-embedding-3-small
238,job_0,resume_276,0.3218708239951335,resume_276_prime,0.3204605714080714,0.0014102525870621219,0,text-embedding-3-small
239,job_0,resume_277,0.3433385115188034,resume_277_prime,0.33981541438925367,0.003523097129549735,0,text-embedding-3-small
240,job_0,resume_278,0.31121774844833033,resume_278_prime,0.30864658462257577,0.0025711638257545633,0,text-embedding-3-small
241,job_0,resume_279,0.3300074598709659,resume_279_prime,0.3242479947181657,0.005759465152800236,0,text-embedding-3-small
