,job_posting,resume,similarity_score,model_name
60,job_0,resume_287,0.3003186,all-MiniLM-L6-v2
61,job_0,resume_299,0.2991928,all-MiniLM-L6-v2
62,job_0,resume_275,0.29855084,all-MiniLM-L6-v2
63,job_0,resume_151,0.2979172,all-MiniLM-L6-v2
64,job_0,resume_295,0.29765105,all-MiniLM-L6-v2
65,job_0,resume_256,0.29734564,all-MiniLM-L6-v2
66,job_0,resume_258,0.29727846,all-MiniLM-L6-v2
67,job_0,resume_234,0.2970111,all-MiniLM-L6-v2
68,job_0,resume_289,0.29671037,all-MiniLM-L6-v2
69,job_0,resume_245,0.29651076,all-MiniLM-L6-v2
70,job_0,resume_294,0.29619545,all-MiniLM-L6-v2
71,job_0,resume_243,0.29615682,all-MiniLM-L6-v2
72,job_0,resume_247,0.29600483,all-MiniLM-L6-v2
73,job_0,resume_241,0.29596347,all-MiniLM-L6-v2
74,job_0,resume_124,0.2956054,all-MiniLM-L6-v2
75,job_0,resume_220,0.29504472,all-MiniLM-L6-v2
76,job_0,resume_131,0.2947393,all-MiniLM-L6-v2
77,job_0,resume_221,0.29454973,all-MiniLM-L6-v2
78,job_0,resume_229,0.29406437,all-MiniLM-L6-v2
79,job_0,resume_290,0.29371566,all-MiniLM-L6-v2
80,job_0,resume_240,0.2936886,all-MiniLM-L6-v2
81,job_0,resume_42,0.29271394,all-MiniLM-L6-v2
82,job_0,resume_261,0.2926607,all-MiniLM-L6-v2
83,job_0,resume_231,0.2924973,all-MiniLM-L6-v2
84,job_0,resume_116,0.29239786,all-MiniLM-L6-v2
85,job_0,resume_108,0.29234093,all-MiniLM-L6-v2
86,job_0,resume_254,0.29169822,all-MiniLM-L6-v2
87,job_0,resume_246,0.29039133,all-MiniLM-L6-v2
88,job_0,resume_226,0.29028517,all-MiniLM-L6-v2
89,job_0,resume_278,0.289724,all-MiniLM-L6-v2
90,job_0,resume_239,0.28961274,all-MiniLM-L6-v2
91,job_0,resume_223,0.28945708,all-MiniLM-L6-v2
92,job_0,resume_1,0.2894553,all-MiniLM-L6-v2
93,job_0,resume_134,0.2892274,all-MiniLM-L6-v2
94,job_0,resume_225,0.28919703,all-MiniLM-L6-v2
95,job_0,resume_248,0.28883263,all-MiniLM-L6-v2
96,job_0,resume_34,0.28837186,all-MiniLM-L6-v2
97,job_0,resume_6,0.28799424,all-MiniLM-L6-v2
98,job_0,resume_262,0.28797865,all-MiniLM-L6-v2
99,job_0,resume_219,0.28771192,all-MiniLM-L6-v2
100,job_0,resume_242,0.28644508,all-MiniLM-L6-v2
101,job_0,resume_142,0.28579226,all-MiniLM-L6-v2
102,job_0,resume_279,0.2857153,all-MiniLM-L6-v2
103,job_0,resume_222,0.28555164,all-MiniLM-L6-v2
104,job_0,resume_296,0.28518525,all-MiniLM-L6-v2
105,job_0,resume_227,0.28491324,all-MiniLM-L6-v2
106,job_0,resume_251,0.28489852,all-MiniLM-L6-v2
107,job_0,resume_224,0.28488532,all-MiniLM-L6-v2
108,job_0,resume_270,0.2845307,all-MiniLM-L6-v2
109,job_0,resume_255,0.28437606,all-MiniLM-L6-v2
110,job_0,resume_274,0.28432345,all-MiniLM-L6-v2
111,job_0,resume_192,0.28430647,all-MiniLM-L6-v2
112,job_0,resume_249,0.2839248,all-MiniLM-L6-v2
113,job_0,resume_216,0.283625,all-MiniLM-L6-v2
114,job_0,resume_292,0.28357232,all-MiniLM-L6-v2
115,job_0,resume_153,0.28340515,all-MiniLM-L6-v2
116,job_0,resume_271,0.28314567,all-MiniLM-L6-v2
117,job_0,resume_136,0.28247643,all-MiniLM-L6-v2
118,job_0,resume_268,0.28246146,all-MiniLM-L6-v2
119,job_0,resume_277,0.28204432,all-MiniLM-L6-v2
120,job_0,resume_164,0.2816924,all-MiniLM-L6-v2
121,job_0,resume_291,0.2815832,all-MiniLM-L6-v2
122,job_0,resume_266,0.28150874,all-MiniLM-L6-v2
123,job_0,resume_269,0.2814863,all-MiniLM-L6-v2
124,job_0,resume_288,0.2814488,all-MiniLM-L6-v2
125,job_0,resume_253,0.28080514,all-MiniLM-L6-v2
126,job_0,resume_154,0.2796762,all-MiniLM-L6-v2
127,job_0,resume_259,0.27917585,all-MiniLM-L6-v2
128,job_0,resume_71,0.2789304,all-MiniLM-L6-v2
129,job_0,resume_128,0.2788449,all-MiniLM-L6-v2
130,job_0,resume_47,0.27881825,all-MiniLM-L6-v2
131,job_0,resume_257,0.27861655,all-MiniLM-L6-v2
132,job_0,resume_236,0.27848563,all-MiniLM-L6-v2
133,job_0,resume_233,0.2782992,all-MiniLM-L6-v2
134,job_0,resume_284,0.27776656,all-MiniLM-L6-v2
135,job_0,resume_185,0.27696687,all-MiniLM-L6-v2
136,job_0,resume_281,0.27682948,all-MiniLM-L6-v2
137,job_0,resume_88,0.27649724,all-MiniLM-L6-v2
138,job_0,resume_13,0.27602684,all-MiniLM-L6-v2
139,job_0,resume_218,0.2758426,all-MiniLM-L6-v2
140,job_0,resume_260,0.27532434,all-MiniLM-L6-v2
141,job_0,resume_211,0.27504867,all-MiniLM-L6-v2
142,job_0,resume_280,0.274725,all-MiniLM-L6-v2
143,job_0,resume_252,0.27369314,all-MiniLM-L6-v2
144,job_0,resume_228,0.27299336,all-MiniLM-L6-v2
145,job_0,resume_209,0.27239823,all-MiniLM-L6-v2
146,job_0,resume_250,0.27200252,all-MiniLM-L6-v2
147,job_0,resume_282,0.27196008,all-MiniLM-L6-v2
148,job_0,resume_8,0.27114964,all-MiniLM-L6-v2
149,job_0,resume_106,0.27114403,all-MiniLM-L6-v2
150,job_0,resume_137,0.27016687,all-MiniLM-L6-v2
151,job_0,resume_297,0.27010664,all-MiniLM-L6-v2
152,job_0,resume_38,0.27006716,all-MiniLM-L6-v2
153,job_0,resume_237,0.2683625,all-MiniLM-L6-v2
154,job_0,resume_135,0.2676471,all-MiniLM-L6-v2
155,job_0,resume_168,0.2657989,all-MiniLM-L6-v2
156,job_0,resume_272,0.26565605,all-MiniLM-L6-v2
157,job_0,resume_67,0.26498276,all-MiniLM-L6-v2
158,job_0,resume_109,0.26239908,all-MiniLM-L6-v2
159,job_0,resume_11,0.2622276,all-MiniLM-L6-v2
160,job_0,resume_111,0.26140353,all-MiniLM-L6-v2
161,job_0,resume_212,0.25860932,all-MiniLM-L6-v2
162,job_0,resume_102,0.25737497,all-MiniLM-L6-v2
163,job_0,resume_50,0.2564374,all-MiniLM-L6-v2
164,job_0,resume_133,0.25559512,all-MiniLM-L6-v2
165,job_0,resume_180,0.25431788,all-MiniLM-L6-v2
166,job_0,resume_97,0.25376272,all-MiniLM-L6-v2
167,job_0,resume_79,0.25264984,all-MiniLM-L6-v2
168,job_0,resume_0,0.2525366,all-MiniLM-L6-v2
169,job_0,resume_7,0.25239503,all-MiniLM-L6-v2
170,job_0,resume_184,0.25218135,all-MiniLM-L6-v2
171,job_0,resume_4,0.25138903,all-MiniLM-L6-v2
172,job_0,resume_191,0.24976976,all-MiniLM-L6-v2
173,job_0,resume_129,0.24925399,all-MiniLM-L6-v2
174,job_0,resume_24,0.2482738,all-MiniLM-L6-v2
175,job_0,resume_68,0.24771628,all-MiniLM-L6-v2
176,job_0,resume_70,0.24669212,all-MiniLM-L6-v2
177,job_0,resume_23,0.2466865,all-MiniLM-L6-v2
178,job_0,resume_214,0.24469815,all-MiniLM-L6-v2
179,job_0,resume_9,0.24204786,all-MiniLM-L6-v2
180,job_0,resume_187,0.24117032,all-MiniLM-L6-v2
181,job_0,resume_155,0.23990604,all-MiniLM-L6-v2
182,job_0,resume_52,0.23732889,all-MiniLM-L6-v2
183,job_0,resume_177,0.23542902,all-MiniLM-L6-v2
184,job_0,resume_89,0.23271851,all-MiniLM-L6-v2
185,job_0,resume_51,0.23171818,all-MiniLM-L6-v2
186,job_0,resume_43,0.23140636,all-MiniLM-L6-v2
187,job_0,resume_14,0.22997707,all-MiniLM-L6-v2
188,job_0,resume_182,0.2299152,all-MiniLM-L6-v2
189,job_0,resume_73,0.22777838,all-MiniLM-L6-v2
190,job_0,resume_208,0.22699767,all-MiniLM-L6-v2
191,job_0,resume_121,0.2264534,all-MiniLM-L6-v2
192,job_0,resume_120,0.22442627,all-MiniLM-L6-v2
193,job_0,resume_86,0.224346,all-MiniLM-L6-v2
194,job_0,resume_41,0.2241354,all-MiniLM-L6-v2
195,job_0,resume_201,0.22349817,all-MiniLM-L6-v2
196,job_0,resume_138,0.21920468,all-MiniLM-L6-v2
197,job_0,resume_40,0.21920152,all-MiniLM-L6-v2
198,job_0,resume_140,0.21414056,all-MiniLM-L6-v2
199,job_0,resume_126,0.21413347,all-MiniLM-L6-v2
200,job_0,resume_119,0.21391469,all-MiniLM-L6-v2
201,job_0,resume_199,0.21247244,all-MiniLM-L6-v2
202,job_0,resume_161,0.21114336,all-MiniLM-L6-v2
203,job_0,resume_82,0.2066303,all-MiniLM-L6-v2
204,job_0,resume_39,0.20483625,all-MiniLM-L6-v2
205,job_0,resume_55,0.20396554,all-MiniLM-L6-v2
206,job_0,resume_27,0.20170715,all-MiniLM-L6-v2
207,job_0,resume_147,0.20051536,all-MiniLM-L6-v2
208,job_0,resume_37,0.19838953,all-MiniLM-L6-v2
209,job_0,resume_190,0.1965571,all-MiniLM-L6-v2
210,job_0,resume_31,0.17326479,all-MiniLM-L6-v2
211,job_0,resume_75,0.1493822,all-MiniLM-L6-v2
212,job_0,resume_83,0.14855778,all-MiniLM-L6-v2
213,job_0,resume_101,0.14565738,all-MiniLM-L6-v2
214,job_0,resume_34,0.4196294,all-MiniLM-L12-v2
215,job_0,resume_113,0.4128554,all-MiniLM-L12-v2
216,job_0,resume_58,0.41212875,all-MiniLM-L12-v2
217,job_0,resume_123,0.4077403,all-MiniLM-L12-v2
218,job_0,resume_49,0.39936197,all-MiniLM-L12-v2
219,job_0,resume_134,0.39799744,all-MiniLM-L12-v2
220,job_0,resume_124,0.38970372,all-MiniLM-L12-v2
221,job_0,resume_21,0.38560462,all-MiniLM-L12-v2
222,job_0,resume_98,0.37177348,all-MiniLM-L12-v2
223,job_0,resume_142,0.3662675,all-MiniLM-L12-v2
224,job_0,resume_127,0.35964203,all-MiniLM-L12-v2
225,job_0,resume_26,0.3565173,all-MiniLM-L12-v2
226,job_0,resume_192,0.35643178,all-MiniLM-L12-v2
227,job_0,resume_17,0.3552454,all-MiniLM-L12-v2
228,job_0,resume_25,0.354082,all-MiniLM-L12-v2
229,job_0,resume_28,0.3510756,all-MiniLM-L12-v2
230,job_0,resume_116,0.35095108,all-MiniLM-L12-v2
231,job_0,resume_80,0.3499007,all-MiniLM-L12-v2
232,job_0,resume_1,0.34964043,all-MiniLM-L12-v2
233,job_0,resume_71,0.34523568,all-MiniLM-L12-v2
234,job_0,resume_162,0.3417945,all-MiniLM-L12-v2
235,job_0,resume_131,0.33909625,all-MiniLM-L12-v2
236,job_0,resume_48,0.33885467,all-MiniLM-L12-v2
237,job_0,resume_151,0.3355152,all-MiniLM-L12-v2
238,job_0,resume_165,0.3354587,all-MiniLM-L12-v2
239,job_0,resume_56,0.3317414,all-MiniLM-L12-v2
240,job_0,resume_38,0.32833284,all-MiniLM-L12-v2
241,job_0,resume_67,0.3271653,all-MiniLM-L12-v2
242,job_0,resume_207,0.32526147,all-MiniLM-L12-v2
243,job_0,resume_93,0.3237297,all-MiniLM-L12-v2
244,job_0,resume_195,0.31062528,all-MiniLM-L12-v2
245,job_0,resume_7,0.30606237,all-MiniLM-L12-v2
246,job_0,resume_23,0.3013493,all-MiniLM-L12-v2
247,job_0,resume_55,0.3006338,all-MiniLM-L12-v2
248,job_0,resume_129,0.30061224,all-MiniLM-L12-v2
249,job_0,resume_50,0.29924896,all-MiniLM-L12-v2
250,job_0,resume_128,0.29821035,all-MiniLM-L12-v2
251,job_0,resume_97,0.2945648,all-MiniLM-L12-v2
252,job_0,resume_90,0.29341453,all-MiniLM-L12-v2
253,job_0,resume_121,0.29214102,all-MiniLM-L12-v2
254,job_0,resume_36,0.29054338,all-MiniLM-L12-v2
255,job_0,resume_213,0.28902847,all-MiniLM-L12-v2
256,job_0,resume_214,0.28804988,all-MiniLM-L12-v2
257,job_0,resume_31,0.28779292,all-MiniLM-L12-v2
258,job_0,resume_61,0.28296316,all-MiniLM-L12-v2
259,job_0,resume_12,0.28279442,all-MiniLM-L12-v2
260,job_0,resume_54,0.28266585,all-MiniLM-L12-v2
261,job_0,resume_91,0.28239274,all-MiniLM-L12-v2
262,job_0,resume_185,0.28198895,all-MiniLM-L12-v2
263,job_0,resume_10,0.27716327,all-MiniLM-L12-v2
264,job_0,resume_106,0.27485496,all-MiniLM-L12-v2
265,job_0,resume_2,0.27390835,all-MiniLM-L12-v2
266,job_0,resume_16,0.27247727,all-MiniLM-L12-v2
267,job_0,resume_177,0.27149582,all-MiniLM-L12-v2
268,job_0,resume_223,0.27098942,all-MiniLM-L12-v2
269,job_0,resume_212,0.27003086,all-MiniLM-L12-v2
270,job_0,resume_136,0.26783526,all-MiniLM-L12-v2
271,job_0,resume_211,0.26737994,all-MiniLM-L12-v2
272,job_0,resume_41,0.26571175,all-MiniLM-L12-v2
273,job_0,resume_137,0.26435047,all-MiniLM-L12-v2
274,job_0,resume_237,0.2596121,all-MiniLM-L12-v2
275,job_0,resume_86,0.25808007,all-MiniLM-L12-v2
276,job_0,resume_79,0.25143892,all-MiniLM-L12-v2
277,job_0,resume_73,0.2512605,all-MiniLM-L12-v2
278,job_0,resume_180,0.24967949,all-MiniLM-L12-v2
279,job_0,resume_140,0.24758157,all-MiniLM-L12-v2
280,job_0,resume_14,0.24440652,all-MiniLM-L12-v2
281,job_0,resume_19,0.24405485,all-MiniLM-L12-v2
282,job_0,resume_270,0.24362147,all-MiniLM-L12-v2
283,job_0,resume_244,0.24357569,all-MiniLM-L12-v2
284,job_0,resume_288,0.24334306,all-MiniLM-L12-v2
285,job_0,resume_0,0.24204132,all-MiniLM-L12-v2
286,job_0,resume_279,0.24073583,all-MiniLM-L12-v2
287,job_0,resume_273,0.23901981,all-MiniLM-L12-v2
288,job_0,resume_263,0.23859401,all-MiniLM-L12-v2
289,job_0,resume_111,0.23595683,all-MiniLM-L12-v2
290,job_0,resume_268,0.23565102,all-MiniLM-L12-v2
291,job_0,resume_258,0.23423703,all-MiniLM-L12-v2
292,job_0,resume_285,0.23305514,all-MiniLM-L12-v2
293,job_0,resume_252,0.23171908,all-MiniLM-L12-v2
294,job_0,resume_138,0.2312162,all-MiniLM-L12-v2
295,job_0,resume_295,0.23017281,all-MiniLM-L12-v2
296,job_0,resume_291,0.22979592,all-MiniLM-L12-v2
297,job_0,resume_290,0.22934867,all-MiniLM-L12-v2
298,job_0,resume_209,0.228687,all-MiniLM-L12-v2
299,job_0,resume_243,0.2282408,all-MiniLM-L12-v2
300,job_0,resume_294,0.22763349,all-MiniLM-L12-v2
301,job_0,resume_255,0.22736809,all-MiniLM-L12-v2
302,job_0,resume_42,0.22448699,all-MiniLM-L12-v2
303,job_0,resume_220,0.22389549,all-MiniLM-L12-v2
304,job_0,resume_9,0.22368325,all-MiniLM-L12-v2
305,job_0,resume_256,0.22333081,all-MiniLM-L12-v2
306,job_0,resume_287,0.22313264,all-MiniLM-L12-v2
307,job_0,resume_218,0.22263314,all-MiniLM-L12-v2
308,job_0,resume_247,0.22251041,all-MiniLM-L12-v2
309,job_0,resume_208,0.22196609,all-MiniLM-L12-v2
310,job_0,resume_168,0.22156584,all-MiniLM-L12-v2
311,job_0,resume_27,0.22149207,all-MiniLM-L12-v2
312,job_0,resume_296,0.2213378,all-MiniLM-L12-v2
313,job_0,resume_251,0.22119895,all-MiniLM-L12-v2
314,job_0,resume_276,0.22115964,all-MiniLM-L12-v2
315,job_0,resume_265,0.22076018,all-MiniLM-L12-v2
316,job_0,resume_299,0.22013634,all-MiniLM-L12-v2
317,job_0,resume_235,0.21997851,all-MiniLM-L12-v2
318,job_0,resume_6,0.2199344,all-MiniLM-L12-v2
319,job_0,resume_231,0.21987493,all-MiniLM-L12-v2
320,job_0,resume_245,0.21818367,all-MiniLM-L12-v2
321,job_0,resume_226,0.21780632,all-MiniLM-L12-v2
322,job_0,resume_242,0.2176053,all-MiniLM-L12-v2
323,job_0,resume_272,0.21741548,all-MiniLM-L12-v2
324,job_0,resume_240,0.21597834,all-MiniLM-L12-v2
325,job_0,resume_264,0.2155803,all-MiniLM-L12-v2
326,job_0,resume_233,0.21514797,all-MiniLM-L12-v2
327,job_0,resume_229,0.21285906,all-MiniLM-L12-v2
328,job_0,resume_228,0.21139103,all-MiniLM-L12-v2
329,job_0,resume_267,0.21119556,all-MiniLM-L12-v2
330,job_0,resume_271,0.2110048,all-MiniLM-L12-v2
331,job_0,resume_230,0.21012503,all-MiniLM-L12-v2
332,job_0,resume_253,0.20874146,all-MiniLM-L12-v2
333,job_0,resume_269,0.20827806,all-MiniLM-L12-v2
334,job_0,resume_275,0.20670137,all-MiniLM-L12-v2
335,job_0,resume_234,0.20640758,all-MiniLM-L12-v2
336,job_0,resume_187,0.20578226,all-MiniLM-L12-v2
337,job_0,resume_261,0.20429431,all-MiniLM-L12-v2
338,job_0,resume_254,0.20396404,all-MiniLM-L12-v2
339,job_0,resume_133,0.20323354,all-MiniLM-L12-v2
340,job_0,resume_286,0.20318428,all-MiniLM-L12-v2
341,job_0,resume_238,0.20279354,all-MiniLM-L12-v2
342,job_0,resume_32,0.20248103,all-MiniLM-L12-v2
343,job_0,resume_225,0.20241438,all-MiniLM-L12-v2
344,job_0,resume_153,0.20231166,all-MiniLM-L12-v2
345,job_0,resume_298,0.20188108,all-MiniLM-L12-v2
346,job_0,resume_217,0.20100889,all-MiniLM-L12-v2
347,job_0,resume_278,0.2008735,all-MiniLM-L12-v2
348,job_0,resume_24,0.19900295,all-MiniLM-L12-v2
349,job_0,resume_293,0.19855243,all-MiniLM-L12-v2
350,job_0,resume_283,0.19853616,all-MiniLM-L12-v2
351,job_0,resume_241,0.19851607,all-MiniLM-L12-v2
352,job_0,resume_115,0.19848377,all-MiniLM-L12-v2
353,job_0,resume_246,0.19797322,all-MiniLM-L12-v2
354,job_0,resume_18,0.19775277,all-MiniLM-L12-v2
355,job_0,resume_190,0.19763508,all-MiniLM-L12-v2
356,job_0,resume_83,0.19733624,all-MiniLM-L12-v2
357,job_0,resume_191,0.19720739,all-MiniLM-L12-v2
358,job_0,resume_224,0.19711903,all-MiniLM-L12-v2
359,job_0,resume_221,0.19694903,all-MiniLM-L12-v2
360,job_0,resume_232,0.1956488,all-MiniLM-L12-v2
361,job_0,resume_82,0.19556725,all-MiniLM-L12-v2
362,job_0,resume_8,0.19452193,all-MiniLM-L12-v2
363,job_0,resume_147,0.19415784,all-MiniLM-L12-v2
364,job_0,resume_292,0.19381493,all-MiniLM-L12-v2
365,job_0,resume_260,0.193313,all-MiniLM-L12-v2
366,job_0,resume_13,0.19327343,all-MiniLM-L12-v2
367,job_0,resume_5,0.19326714,all-MiniLM-L12-v2
368,job_0,resume_289,0.19268565,all-MiniLM-L12-v2
369,job_0,resume_274,0.19222787,all-MiniLM-L12-v2
370,job_0,resume_4,0.19150126,all-MiniLM-L12-v2
371,job_0,resume_262,0.19056447,all-MiniLM-L12-v2
372,job_0,resume_249,0.19019622,all-MiniLM-L12-v2
373,job_0,resume_239,0.18944263,all-MiniLM-L12-v2
374,job_0,resume_11,0.18674842,all-MiniLM-L12-v2
375,job_0,resume_51,0.18671614,all-MiniLM-L12-v2
376,job_0,resume_227,0.18496665,all-MiniLM-L12-v2
377,job_0,resume_266,0.18439369,all-MiniLM-L12-v2
378,job_0,resume_52,0.1840086,all-MiniLM-L12-v2
379,job_0,resume_43,0.18020037,all-MiniLM-L12-v2
380,job_0,resume_250,0.1779151,all-MiniLM-L12-v2
381,job_0,resume_219,0.17789614,all-MiniLM-L12-v2
382,job_0,resume_222,0.17758399,all-MiniLM-L12-v2
383,job_0,resume_75,0.17564365,all-MiniLM-L12-v2
384,job_0,resume_120,0.17461264,all-MiniLM-L12-v2
385,job_0,resume_282,0.17427324,all-MiniLM-L12-v2
386,job_0,resume_257,0.1727075,all-MiniLM-L12-v2
387,job_0,resume_280,0.17229038,all-MiniLM-L12-v2
388,job_0,resume_101,0.16954014,all-MiniLM-L12-v2
389,job_0,resume_154,0.16913232,all-MiniLM-L12-v2
390,job_0,resume_277,0.16911878,all-MiniLM-L12-v2
391,job_0,resume_236,0.16871135,all-MiniLM-L12-v2
392,job_0,resume_281,0.1678806,all-MiniLM-L12-v2
393,job_0,resume_297,0.16741467,all-MiniLM-L12-v2
394,job_0,resume_248,0.15933512,all-MiniLM-L12-v2
395,job_0,resume_284,0.15370224,all-MiniLM-L12-v2
396,job_0,resume_259,0.15222749,all-MiniLM-L12-v2
397,job_0,resume_37,0.14864054,all-MiniLM-L12-v2
398,job_0,resume_39,0.14609008,all-MiniLM-L12-v2
399,job_0,resume_25,0.52922297,paraphrase-MiniLM-L6-v2
400,job_0,resume_1,0.5257464,paraphrase-MiniLM-L6-v2
401,job_0,resume_71,0.5106254,paraphrase-MiniLM-L6-v2
402,job_0,resume_151,0.47264785,paraphrase-MiniLM-L6-v2
403,job_0,resume_12,0.4634875,paraphrase-MiniLM-L6-v2
404,job_0,resume_48,0.45814794,paraphrase-MiniLM-L6-v2
405,job_0,resume_26,0.4446259,paraphrase-MiniLM-L6-v2
406,job_0,resume_192,0.44026828,paraphrase-MiniLM-L6-v2
407,job_0,resume_128,0.4363122,paraphrase-MiniLM-L6-v2
408,job_0,resume_165,0.43311912,paraphrase-MiniLM-L6-v2
409,job_0,resume_162,0.4275265,paraphrase-MiniLM-L6-v2
410,job_0,resume_28,0.42081124,paraphrase-MiniLM-L6-v2
411,job_0,resume_213,0.41879922,paraphrase-MiniLM-L6-v2
412,job_0,resume_113,0.41665113,paraphrase-MiniLM-L6-v2
413,job_0,resume_67,0.41636565,paraphrase-MiniLM-L6-v2
414,job_0,resume_80,0.41613945,paraphrase-MiniLM-L6-v2
415,job_0,resume_116,0.4121872,paraphrase-MiniLM-L6-v2
416,job_0,resume_58,0.4107498,paraphrase-MiniLM-L6-v2
417,job_0,resume_217,0.40915304,paraphrase-MiniLM-L6-v2
418,job_0,resume_127,0.40865177,paraphrase-MiniLM-L6-v2
419,job_0,resume_253,0.407484,paraphrase-MiniLM-L6-v2
420,job_0,resume_21,0.4074099,paraphrase-MiniLM-L6-v2
421,job_0,resume_19,0.40521798,paraphrase-MiniLM-L6-v2
422,job_0,resume_278,0.40496147,paraphrase-MiniLM-L6-v2
423,job_0,resume_34,0.40390354,paraphrase-MiniLM-L6-v2
424,job_0,resume_23,0.40228716,paraphrase-MiniLM-L6-v2
425,job_0,resume_260,0.40062448,paraphrase-MiniLM-L6-v2
426,job_0,resume_7,0.40047026,paraphrase-MiniLM-L6-v2
427,job_0,resume_270,0.40014744,paraphrase-MiniLM-L6-v2
428,job_0,resume_50,0.4000777,paraphrase-MiniLM-L6-v2
429,job_0,resume_295,0.39843225,paraphrase-MiniLM-L6-v2
430,job_0,resume_224,0.39651594,paraphrase-MiniLM-L6-v2
431,job_0,resume_258,0.39502162,paraphrase-MiniLM-L6-v2
432,job_0,resume_36,0.39454803,paraphrase-MiniLM-L6-v2
433,job_0,resume_212,0.39433748,paraphrase-MiniLM-L6-v2
434,job_0,resume_134,0.39398703,paraphrase-MiniLM-L6-v2
435,job_0,resume_281,0.39366785,paraphrase-MiniLM-L6-v2
436,job_0,resume_235,0.39262348,paraphrase-MiniLM-L6-v2
437,job_0,resume_228,0.3878381,paraphrase-MiniLM-L6-v2
438,job_0,resume_265,0.3873681,paraphrase-MiniLM-L6-v2
439,job_0,resume_221,0.38653424,paraphrase-MiniLM-L6-v2
440,job_0,resume_237,0.3856584,paraphrase-MiniLM-L6-v2
441,job_0,resume_293,0.38296288,paraphrase-MiniLM-L6-v2
442,job_0,resume_257,0.3829152,paraphrase-MiniLM-L6-v2
443,job_0,resume_269,0.38227803,paraphrase-MiniLM-L6-v2
